Date,Close,High,Low,Open,Volume,RSI,BB_upper,BB_lower,BB_position,MACD,MACD_signal,MACD_diff,CCI,ADX,Returns,Volatility,Market_Returns,Beta,Turbulence
2014-01-01,177.5120849609375,178.86239234385755,176.5903240143613,178.0295652667864,3102869,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,-0.020132923800990077,0.020148500388463365,-0.001607419875260141,2.001229048650258,1.4020112185074138
2014-01-02,173.93824768066406,180.7948693235523,173.04882745239195,177.26145420892803,11321513,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,-0.020132923800990077,0.020148500388463365,-0.001607419875260141,2.001229048650258,1.4020112185074138
2014-01-03,172.51516723632812,173.84120885455758,168.98982748121185,172.7092257484158,15567502,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,-0.008181526853993537,0.020148500388463365,-0.001607419875260141,2.001229048650258,1.4020112185074138
2014-01-06,168.31065368652344,172.8709547334848,167.3808039859614,172.38581516921434,14802265,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,-0.024371848673716556,0.020148500388463365,-0.0031716682644893357,2.001229048650258,1.4020112185074138
2014-01-07,169.79843139648438,171.28619107675468,165.5696403487745,168.9979584940022,18566515,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,0.008839474372976497,0.020148500388463365,-0.00471621258208732,2.001229048650258,1.4020112185074138
2014-01-08,170.49378967285156,172.03815595496488,168.71494897397065,170.44528521226655,18955475,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,0.004095198469433958,0.020148500388463365,0.0020041539464075164,2.001229048650258,1.4020112185074138
2014-01-09,169.93585205078125,172.32112026071613,168.5451286925752,172.19175695831336,19238686,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,-0.003272480617275808,0.020148500388463365,-0.0010122113013233403,2.001229048650258,1.4020112185074138
2014-01-10,165.67471313476562,170.5422718016573,164.72869992330868,169.36985925020778,21835286,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,-0.02507498485217985,0.020148500388463365,0.0005025813397698808,2.001229048650258,1.4020112185074138
2014-01-13,170.59080505371094,171.59342497541638,166.58032536688904,166.58032536688904,17981914,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,0.029673157876219713,0.020148500388463365,0.01641426269054902,2.001229048650258,1.4020112185074138
2014-01-14,167.6072235107422,171.5772743867226,167.0493136233099,170.12185551888038,16934159,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,-0.017489697302438767,0.020148500388463365,-0.004926053540113995,2.001229048650258,1.4020112185074138
2014-01-15,171.1487274169922,172.8386205714859,168.65025924321145,168.98985830844614,18898968,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,0.021129780877391813,0.020148500388463365,0.012664483037998941,2.001229048650258,1.4020112185074138
2014-01-16,171.23765563964844,172.46667497110943,169.64478502585806,172.46667497110943,8986741,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,0.0005195961664359317,0.020148500388463365,-0.0003164106426141178,2.001229048650258,1.4020112185074138
2014-01-17,167.29994201660156,171.72277713875334,166.73394365282047,170.34821743898502,9672228,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,-0.022995605775714245,0.020148500388463365,-0.00906012136365153,2.001229048650258,1.4020112185074138
2014-01-20,168.82814025878906,169.47499755865317,166.24073820228628,167.29187622526166,10617040,40.78592374808411,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,0.00913448160093111,0.020148500388463365,0.006755454812783057,2.001229048650258,1.4020112185074138
2014-01-21,174.33445739746094,174.6497906415524,169.60435016428124,170.2835482505219,14897789,53.34753724922076,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,0.0326149250369725,0.020148500388463365,0.0015624503794975375,2.001229048650258,1.4020112185074138
2014-01-22,175.9354248046875,176.42863940739073,172.9032990735402,174.68213965483784,12788578,56.253372570463355,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,0.009183310236693831,0.020148500388463365,0.003983400076500443,2.001229048650258,1.4020112185074138
2014-01-23,174.5608673095703,176.42864180240184,173.3722773725517,176.42864180240184,10274170,53.19005537227058,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,-0.007812852338539233,0.020148500388463365,0.0010569111327305425,2.001229048650258,1.4020112185074138
2014-01-24,171.12445068359375,173.67951175260424,170.21886680563392,172.07856615967106,10283619,46.388867673272024,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,-0.019686065261593444,0.020148500388463365,-0.012433699236166218,2.001229048650258,1.4020112185074138
2014-01-27,163.297607421875,168.06004320227538,162.88523801279456,167.98727292840704,27904404,35.313452672160935,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,-0.04573772614289029,0.020148500388463365,-0.020888004522878645,2.001229048650258,1.4020112185074138
2014-01-28,164.72874450683594,166.38629701095815,158.2764022851563,163.44313193744145,26612800,38.21805764662793,177.6901879393939,163.19711064459048,0.10568037629900959,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-183.63278939286198,0.0,0.008763980731595344,0.020148500388463365,-0.0015645912959830754,2.001229048650258,1.4020112185074138
2014-01-29,161.93914794921875,167.90634880192383,161.00122335529068,166.85522454024937,26522925,34.92600436408431,177.05147052522142,162.27853435759107,-0.02297352432321241,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-157.0984692897102,0.0,-0.016934485635574203,0.020148500388463365,-0.0009793919608243051,2.001229048650258,1.4020112185074138
2014-01-30,157.59716796875,160.46757568927512,155.81025254278262,159.58624408938812,27447838,30.519388674896078,177.64362936683884,160.05226754478227,-0.13956279228785978,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-247.05053945140227,0.0,-0.02681241710516047,0.02047593735591039,-0.00760586653935702,2.001229048650258,1.4020112185074138
2014-01-31,159.72373962402344,160.64550090035868,157.09590773345496,159.20625913304647,14484481,34.85466217019186,177.67876962932922,158.73798452106138,0.0520440466077495,-4.474739670501322,-3.9642020422115127,1.0187134957972876,-177.43432266357846,0.0,0.01349371744862271,0.02085326800162518,0.0026013474783779245,2.0295942098013757,1.4020112185074138
