Date,Close,High,Low,Open,Volume,RSI,BB_upper,BB_lower,BB_position,MACD,MACD_signal,MACD_diff,CCI,ADX,DI_plus,DI_minus,Stoch_k,Stoch_d,Returns,Volatility,Market_Returns,Beta,Market_Correlation,Turbulence
2014-01-01,1412.2310791015625,1417.3868199109077,1392.2710148071806,1410.4633785565616,90587,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,-0.009048666880975054,0.009397558074924052,-0.001607419875260141,0.26857636661318196,0.23846833614860896,1.0
2014-01-02,1399.4522705078125,1420.5907725465959,1396.0641402248407,1412.6730274760187,268521,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,-0.009048666880975054,0.009397558074924052,-0.001607419875260141,0.26857636661318196,0.23846833614860896,1.0
2014-01-03,1396.137939453125,1406.0442920321327,1377.3194479309,1394.2597406059858,236545,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,-0.0023683058897642217,0.009397558074924052,-0.001607419875260141,0.26857636661318196,0.23846833614860896,1.0
2014-01-06,1390.79833984375,1399.3421233368247,1381.002393568434,1396.4696203764004,284336,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,-0.003824550181242503,0.009397558074924052,-0.0031716682644893357,0.26857636661318196,0.23846833614860896,1.0
2014-01-07,1392.0135498046875,1399.2684876383046,1384.685066400904,1384.685066400904,247757,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,0.0008737499363666856,0.009397558074924052,-0.00471621258208732,0.26857636661318196,0.23846833614860896,1.0
2014-01-08,1412.8941650390625,1416.3558412198913,1395.6592397850088,1395.6592397850088,578916,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,0.015000295965010402,0.009397558074924052,0.0020041539464075164,0.26857636661318196,0.23846833614860896,1.0
2014-01-09,1406.375732421875,1412.4153691271035,1395.8064805739682,1409.87427121568,266751,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,-0.004613532123269315,0.009397558074924052,-0.0010122113013233403,0.26857636661318196,0.23846833614860896,1.0
2014-01-10,1399.636474609375,1409.3218308609912,1373.636772127757,1403.2454215472892,450989,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,-0.004791932665742515,0.009397558074924052,0.0005025813397698808,0.26857636661318196,0.23846833614860896,1.0
2014-01-13,1396.3221435546875,1411.9366390189457,1390.1352357618505,1395.9170136153662,274307,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,-0.002367994200503043,0.009397558074924052,0.01641426269054902,0.26857636661318196,0.23846833614860896,1.0
2014-01-14,1377.7244873046875,1398.3842237204822,1373.5998226494182,1390.5769768955565,261322,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,-0.01331902980687183,0.009397558074924052,-0.004926053540113995,0.26857636661318196,0.23846833614860896,1.0
2014-01-15,1394.9964599609375,1402.3618055784716,1378.129800514984,1380.2657687258695,350260,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,0.012536594083509378,0.009397558074924052,0.012664483037998941,0.26857636661318196,0.23846833614860896,1.0
2014-01-16,1405.123779296875,1412.5996229161349,1393.5233602042656,1399.4156365687656,683523,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,0.007259745545319163,0.009397558074924052,-0.0003164106426141178,0.26857636661318196,0.23846833614860896,1.0
2014-01-17,1424.0526123046875,1428.140414798525,1404.0557722866668,1405.123711362499,505335,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,0.013471292199812135,0.009397558074924052,-0.00906012136365153,0.26857636661318196,0.23846833614860896,1.0
2014-01-20,1422.6163330078125,1437.5680187565813,1417.865721625875,1427.551078007794,240785,59.899909044943094,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,76.62637582632328,87.35171263278983,-0.0010085858376752688,0.009397558074924052,0.006755454812783057,0.26857636661318196,0.23846833614860896,1.0
2014-01-21,1430.64453125,1433.296037283732,1419.3755182204013,1425.1941583473902,148033,63.512695150759654,1441.254291376733,1377.662114873267,0.5,-5.574335040663755,-2.9648459811699635,-3.7870663199118386,90.51969931394993,0.0,0.0,0.0,89.17667227166656,87.35171263278983,0.005643263089222028,0.009397558074924052,0.0015624503794975375,0.26857636661318196,0.23846833614860896,1.0
