Date,Close,High,Low,Open,Volume,RSI,BB_upper,BB_lower,BB_position,MACD,MACD_signal,MACD_diff,CCI,ADX,DI_plus,DI_minus,Stoch_k,Stoch_d,Returns,Volatility,Market_Returns,Beta,Market_Correlation,Turbulence
2017-09-27,649.2041625976562,661.402937124203,608.6527405502953,620.5179196167666,34610637,74.76221261866561,684.7540107690473,632.6295524633746,0.5,-1.742110763609844,-1.71525881499533,0.6648817161381186,-23.78213821547273,0.0,0.0,0.0,97.96920065816306,95.83337507472368,0.006899598469843671,0.015739109599442667,-0.013751709466646389,0.2918276521991869,0.08663544365928892,1.0
2017-09-28,653.6834106445312,657.5431711626011,629.0475460836608,639.6262157709147,4535542,74.76221261866561,684.7540107690473,632.6295524633746,0.5,-1.742110763609844,-1.71525881499533,0.6648817161381186,-23.78213821547273,0.0,0.0,0.0,97.96920065816306,95.83337507472368,0.006899598469843671,0.015739109599442667,0.003410132276660871,0.2918276521991869,0.08663544365928892,1.0
2017-09-29,648.251220703125,655.3989479422031,645.8210050755091,652.8257545024643,1367676,74.76221261866561,684.7540107690473,632.6295524633746,0.5,-1.742110763609844,-1.71525881499533,0.6648817161381186,-23.78213821547273,0.0,0.0,0.0,97.96920065816306,95.83337507472368,-0.00831012360563066,0.015739109599442667,0.002011415113154058,0.2918276521991869,0.08663544365928892,1.0
2017-10-03,652.3493041992188,656.1137858863411,642.4377648417775,645.2968560216134,1752630,74.76221261866561,684.7540107690473,632.6295524633746,0.5,-1.742110763609844,-1.71525881499533,0.6648817161381186,-23.78213821547273,0.0,0.0,0.0,97.96920065816306,95.83337507472368,0.006321752069589293,0.015739109599442667,0.007243159742390093,0.2918276521991869,0.08663544365928892,1.0
2017-10-04,649.6807861328125,654.5888574202557,647.8223653598232,649.4901684335704,545357,74.76221261866561,684.7540107690473,632.6295524633746,0.5,-1.742110763609844,-1.71525881499533,0.6648817161381186,-23.78213821547273,0.0,0.0,0.0,97.96920065816306,95.83337507472368,-0.0040906275966400285,0.015739109599442667,0.005618985813175215,0.2918276521991869,0.08663544365928892,1.0
2017-10-05,634.9088134765625,648.9660107554316,633.9081432700427,644.3437787830618,486144,74.76221261866561,684.7540107690473,632.6295524633746,0.5,-1.742110763609844,-1.71525881499533,0.6648817161381186,-23.78213821547273,0.0,0.0,0.0,97.96920065816306,95.83337507472368,-0.022737278016453755,0.015739109599442667,-0.0026425071639926134,0.2918276521991869,0.08663544365928892,1.0
2017-10-06,648.0606689453125,648.5371841430664,631.8591522216797,633.7652130126953,568793,74.76221261866561,684.7540107690473,632.6295524633746,0.5,-1.742110763609844,-1.71525881499533,0.6648817161381186,-23.78213821547273,0.0,0.0,0.0,97.96920065816306,95.83337507472368,0.020714558042964626,0.015739109599442667,0.009202422785872022,0.2918276521991869,0.08663544365928892,1.0
2017-10-09,651.8250122070312,653.7787124692247,638.5302293795636,638.5302293795636,647645,74.76221261866561,684.7540107690473,632.6295524633746,0.5,-1.742110763609844,-1.71525881499533,0.6648817161381186,-23.78213821547273,0.0,0.0,0.0,97.96920065816306,95.83337507472368,0.005808627867889271,0.015739109599442667,0.0009068212982741297,0.2918276521991869,0.08663544365928892,1.0
2017-10-10,654.2077026367188,657.590948783018,648.060645177467,648.060645177467,750266,74.76221261866561,684.7540107690473,632.6295524633746,0.5,-1.742110763609844,-1.71525881499533,0.6648817161381186,-23.78213821547273,0.0,0.0,0.0,97.96920065816306,95.83337507472368,0.003655414237051069,0.015739109599442667,0.0028231956263296,0.2918276521991869,0.08663544365928892,1.0
2017-10-11,655.1607055664062,657.4956414856764,651.4915039308804,651.4915039308804,351011,74.76221261866561,684.7540107690473,632.6295524633746,0.5,-1.742110763609844,-1.71525881499533,0.6648817161381186,-23.78213821547273,0.0,0.0,0.0,97.96920065816306,95.83337507472368,0.0014567283843440748,0.015739109599442667,-0.0032095987299651796,0.2918276521991869,0.08663544365928892,1.0
