Date,Close,High,Low,Open,Volume,RSI,BB_upper,BB_lower,BB_position,MACD,MACD_signal,MACD_diff,CCI,ADX,DI_plus,DI_minus,Stoch_k,Stoch_d,Returns,Volatility,Market_Returns,Beta,Market_Correlation,Turbulence
2014-01-01,17.96002769470215,18.49826944337805,17.86960358552562,18.308809498965218,2604786,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,-0.013186066988402079,0.02249441701478351,-0.001607419875260141,0.6417496880539217,0.23790296871213454,1.0
2014-01-02,17.72320556640625,18.274364021091095,17.66292347278052,18.162411561500452,5551860,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,-0.013186066988402079,0.02249441701478351,-0.001607419875260141,0.6417496880539217,0.23790296871213454,1.0
2014-01-03,17.520822525024414,17.848072034567547,17.44762187309515,17.723201029899144,1827990,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,-0.011419099136639632,0.02249441701478351,-0.001607419875260141,0.6417496880539217,0.23790296871213454,1.0
2014-01-06,17.615554809570312,17.783484454232934,17.48207009824352,17.697367193148963,6030786,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,0.005406840027663895,0.02249441701478351,-0.0031716682644893357,0.6417496880539217,0.23790296871213454,1.0
2014-01-07,17.202180862426758,17.654303297603636,17.06008642260103,17.568186052587254,5534862,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,-0.02346641656264914,0.02249441701478351,-0.00471621258208732,0.6417496880539217,0.23790296871213454,1.0
2014-01-08,16.836179733276367,17.426091804803956,16.79312110542321,17.202182997772276,7440162,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,-0.021276437684120353,0.02249441701478351,0.0020041539464075164,0.6417496880539217,0.23790296871213454,1.0
2014-01-09,17.124683380126953,17.288308193559896,16.68547733999338,16.939528259785035,6144306,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,0.017135932938537435,0.02249441701478351,-0.0010122113013233403,0.6417496880539217,0.23790296871213454,1.0
2014-01-10,17.28399658203125,17.533740554716545,17.184958785707778,17.258161406463298,5247618,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,0.009303132698452066,0.02249441701478351,0.0005025813397698808,0.6417496880539217,0.23790296871213454,1.0
2014-01-13,17.856685638427734,17.990168367859756,17.36150255730885,17.38733970464191,4671552,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,0.033134064432288834,0.02249441701478351,0.01641426269054902,0.6417496880539217,0.23790296871213454,1.0
2014-01-14,17.749038696289062,17.947112351772173,17.555271889687223,17.69736833630106,2498802,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,-0.006028383111982172,0.02249441701478351,-0.004926053540113995,0.6417496880539217,0.23790296871213454,1.0
2014-01-15,18.046146392822266,18.08490014449429,17.667224544102538,17.667224544102538,2341398,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,0.01673936834648515,0.02249441701478351,0.012664483037998941,0.6417496880539217,0.23790296871213454,1.0
2014-01-16,18.278669357299805,18.343258294958108,18.028925333614502,18.089207422249878,2913684,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,0.012884909576596604,0.02249441701478351,-0.0003164106426141178,0.6417496880539217,0.23790296871213454,1.0
2014-01-17,19.385290145874023,19.62642240680515,18.429372827818657,18.429372827818657,19789944,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,0.06054164922745198,0.02249441701478351,-0.00906012136365153,0.6417496880539217,0.23790296871213454,1.0
2014-01-20,19.355148315429688,19.475714447109603,18.963309865793224,19.290559386711795,5306280,75.39528229977789,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,90.77595517043957,93.13187913799715,-0.0015548815734776067,0.02249441701478351,0.006755454812783057,0.6417496880539217,0.23790296871213454,1.0
2014-01-21,19.385290145874023,19.62642240680515,19.18721651328858,19.37667842020489,2264532,75.6683989621319,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,0.0,0.0,91.80085804212129,93.13187913799715,0.0015573029952091755,0.02249441701478351,0.0015624503794975375,0.6417496880539217,0.23790296871213454,1.0
2014-01-22,19.69962501525879,19.798660855829624,19.41973897549572,19.505858211830013,2287032,78.36542864391294,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,33.43654483166389,14.994271539223696,96.81882420143059,93.13187913799715,0.01621512327230601,0.02249441701478351,0.003983400076500443,0.6417496880539217,0.23790296871213454,1.0
2014-01-23,19.630727767944336,19.858943431545594,19.518775331486193,19.68240009433042,2787498,76.36733127875594,20.26908202901569,16.410540811865662,0.5,0.7516006541505504,0.7988756317828656,-0.10142920296732671,70.46105619008632,0.0,32.70898664435314,14.300087015290588,92.80863078358487,93.80943767571226,-0.003497388770653642,0.02249441701478351,0.0010569111327305425,0.6417496880539217,0.23790296871213454,1.0
